game_id,genre_id
622,6
623,6
623,56
623,78
624,22
624,6
624,53
624,14
625,14
625,31
625,6
626,14
626,12
627,14
627,3
628,33
628,6
629,22
629,6
629,3
630,14
630,39
630,55
630,41
631,22
631,6
631,23
632,22
632,6
632,3
633,17
633,18
633,6
633,3
634,14
634,6
635,14
635,33
635,6
635,3
636,14
636,31
636,6
637,2
637,4
637,3
638,2
638,4
638,3
639,14
639,6
639,7
640,14
640,31
640,6
641,44
641,69
641,39
641,35
641,41
641,95
642,22
642,6
642,23
643,52
643,30
644,2
644,4
644,3
645,33
645,31
645,6
646,33
646,31
646,6
647,22
647,6
647,14
648,6
648,56
648,78
649,22
649,6
649,23
649,14
650,14
650,16
650,19
650,20
650,65
651,22
651,6
651,14
652,22
652,6
652,14
653,17
653,18
653,6
653,3
654,22
654,6
654,14
655,99
655,31
655,6
656,22
656,6
656,14
657,14
657,16
657,3
658,33
658,6
659,22
659,6
659,24
659,14
660,39
660,69
660,95
661,26
661,27
661,6
661,28
662,13
662,12
662,68
663,17
663,18
663,6
663,3
664,14
664,9
664,15
664,52
665,40
665,39
665,41
665,69
666,8
666,9
666,52
666,10
667,22
667,6
667,14
668,33
668,6
669,2
669,4
669,3
670,22
670,6
670,3
671,30
671,59
672,21
672,6
673,14
673,6
674,26
674,27
674,6
674,28
675,14
675,12
676,22
676,6
676,14
677,17
677,18
677,6
677,3
678,22
678,6
678,14
679,71
679,39
679,16
679,69
680,22
680,6
680,14
681,2
681,4
681,3
682,2
682,4
682,3
683,14
683,22
683,81
683,6
683,45
684,12
684,68
685,14
685,3
686,39
686,16
686,100
686,101
686,69
687,14
687,2
687,4
687,3
688,22
688,6
688,23
688,14
689,26
689,27
689,6
689,28
690,22
690,6
690,23
691,14
691,7
691,39
691,6
692,22
692,6
692,53
692,14
693,22
693,6
693,23
694,64
694,16
694,19
694,20
694,65
695,12
695,68
695,29
696,12
696,68
696,29
697,22
697,6
697,14
698,65
698,19
698,16
699,4
699,1
699,5
699,3
700,1
700,2
700,3
701,14
701,22
701,6
701,33
701,45
702,98
702,39
702,102
703,55
703,39
703,74
703,41
704,14
704,1
704,45
704,42
705,22
705,6
705,3
706,8
706,10
706,9
706,59
707,30
707,59
708,2
708,4
708,3
709,14
709,3
710,22
710,31
710,6
710,14
711,103
711,6
711,97
712,24
712,6
712,66
713,2
713,4
713,3
714,43
714,88
714,3
715,1
715,2
715,3
716,104
716,39
716,69
717,55
717,39
717,74
717,41
718,67
719,2
719,4
719,3
720,9
720,15
720,105
720,10
721,33
721,6
722,51
722,64
722,16
722,19
722,65
723,52
723,30
723,34
724,2
724,4
724,3
725,14
725,3
726,52
726,14
726,30
727,22
727,6
727,14
728,2
728,4
728,3
729,14
729,3
730,92
730,106
730,39
730,69
731,33
731,6
732,43
732,54
732,3
732,60
732,16
733,33
733,6
734,2
734,4
734,3
735,12
735,54
736,2
736,4
736,3
737,65
737,19
737,96
738,39
738,16
738,100
738,69
738,70
739,22
739,6
739,53
740,71
740,39
740,16
740,69
741,12
741,68
742,14
742,3
743,22
743,6
743,14
744,65
744,107
744,82
744,19
745,2
745,4
745,3
746,8
746,9
746,14
746,52
747,65
747,19
747,108
748,14
748,39
749,71
749,39
749,16
749,69
750,33
750,6
751,99
751,31
751,6
752,12
752,25
753,22
753,6
753,14
754,2
754,4
754,3
755,24
755,6
755,66
756,14
756,3
757,11
757,3
758,79
758,43
758,3
759,2
759,4
759,3
760,14
760,3
761,14
761,3
762,11
762,3
763,79
763,43
763,3
764,14
764,2
764,4
764,3
765,13
765,12
765,68
766,13
766,12
766,68
767,39
767,69
767,95
768,2
768,4
768,3
769,2
769,3
769,25
769,1
769,12
770,43
770,3
770,57
771,11
771,4
771,3
772,8
772,9
772,109
773,1
773,5
773,3
774,82
774,3
774,14
774,19
774,83
774,65
775,14
775,2
775,4
775,3
776,2
776,4
776,3
777,52
777,30
778,22
778,6
778,14
779,2
779,4
779,3
780,14
780,6
781,24
781,6
781,66
782,2
782,4
782,3
783,2
783,4
783,3
784,2
784,4
784,3
785,51
785,64
785,16
785,19
785,65
786,2
786,4
786,3
787,12
787,68
788,64
788,65
788,19
789,14
789,45
790,12
790,25
791,24
791,6
791,66
792,4
792,5
792,3
793,101
793,39
793,16
793,69
794,2
794,4
794,3
795,39
795,40
795,69
796,79
796,43
796,3
797,110
797,39
797,16
797,69
798,52
798,30
799,99
799,31
799,6
800,2
800,4
800,3
801,2
801,4
801,3
802,52
802,14
802,30
802,34
803,65
803,20
803,19
803,16
804,14
804,39
804,55
804,41
805,99
805,31
805,6
806,65
806,19
806,108
807,1
807,2
807,3
808,9
808,111
808,59
809,52
809,30
810,2
810,4
810,3
811,2
811,4
811,3
812,37
812,6
812,97
813,92
813,39
813,69
813,70
814,22
814,6
814,14
815,89
815,90
816,2
816,4
816,3
817,17
817,18
817,6
817,3
818,12
818,68
819,12
819,25
820,12
820,25
821,14
821,12
821,68
821,32
822,26
822,28
822,6
822,27
822,84
823,24
823,6
823,56
823,78
824,2
824,4
824,3
825,12
825,68
826,12
826,68
826,29
827,12
827,68
828,112
828,39
828,16
828,100
828,69
829,42
829,43
829,3
829,60
829,16
829,28
829,87
829,35
830,109
830,14
830,30
831,22
831,6
831,53
832,33
832,6
833,22
833,6
833,23
833,14
834,2
834,4
834,3
835,33
835,6
836,37
836,6
836,97
837,43
837,54
837,3
837,60
837,16
838,22
838,38
838,6
839,22
839,6
839,23
840,12
840,68
841,2
841,4
841,3
842,52
842,30
843,2
843,4
843,3
844,69
844,39
844,16
844,92
844,71
844,41
845,67
846,12
846,68
847,67
848,39
848,16
848,69
848,70
849,39
849,40
849,69
850,12
850,68
850,32
851,22
851,6
851,23
852,64
852,16
852,19
852,20
852,65
853,6
853,66
854,2
854,4
854,3
855,37
855,6
855,3
855,97
856,26
856,28
856,6
856,27
856,84
857,18
857,6
857,113
858,8
858,9
858,52
859,12
859,68
860,14
860,114
860,45
861,42
861,43
861,3
861,59
862,2
862,4
862,3
863,101
863,39
863,16
863,69
864,11
864,3
865,8
865,10
865,9
865,59
866,26
866,28
866,6
866,27
866,84
867,26
867,28
867,6
867,27
867,84
868,26
868,28
868,6
868,27
868,84
869,43
869,60
869,54
869,3
870,22
870,6
870,23
871,2
871,4
871,3
872,2
872,4
872,3
873,8
873,9
873,52
874,22
874,6
874,14
875,17
875,18
875,6
876,67
877,67
878,6
878,66
879,2
879,4
879,3
880,51
880,115
880,16
880,19
880,65
881,2
881,4
881,3
882,22
882,6
882,24
882,14
883,42
883,43
883,60
883,3
884,52
884,30
885,6
885,66
886,12
886,68
887,14
887,31
887,6
888,1
888,2
888,3
889,89
889,90
890,43
890,54
890,3
890,16
891,43
891,60
891,54
891,3
892,2
892,4
892,3
893,39
893,40
893,69
894,22
894,6
894,23
895,2
895,4
895,3
896,12
896,25
897,60
897,30
898,2
898,4
898,3
899,12
899,68
900,37
900,6
900,97
901,17
901,18
901,6
902,65
902,19
902,108
903,12
903,68
904,12
904,68
905,9
905,15
905,52
906,14
906,39
907,14
907,6
908,92
908,71
908,39
908,69
909,52
909,30
910,2
910,4
910,3
911,65
911,19
911,16
912,2
912,4
912,3
913,12
913,25
914,2
914,4
914,3
915,22
915,6
915,14
916,2
916,4
916,3
917,1
917,5
917,3
918,22
918,6
918,14
919,12
919,68
920,12
920,25
921,2
921,4
921,3
922,22
922,6
922,14
923,98
923,39
923,102
924,12
924,25
925,54
925,45
925,52
926,64
926,65
926,19
927,12
927,68
928,52
928,30
929,6
929,66
930,8
930,9
930,52
931,65
931,19
931,116
932,2
932,4
932,3
933,64
933,65
933,19
934,8
934,9
934,52
935,65
935,19
935,108
936,37
936,6
936,97
937,71
937,39
937,16
937,69
938,1
938,2
938,3
939,8
939,60
939,9
940,2
940,4
940,3
941,22
941,6
941,14
942,12
942,68
943,14
943,3
944,52
944,30
945,12
945,68
946,52
946,30
947,52
947,30
948,2
948,4
948,3
949,43
949,60
949,54
949,3
950,60
950,30
951,22
951,6
951,14
952,21
952,6
953,67
954,2
954,4
954,3
955,67
956,26
956,6
957,1
957,2
957,3
958,42
958,45
958,52
959,2
959,4
959,3
960,63
960,30
961,2
961,4
961,3
962,92
962,39
962,69
962,112
963,1
963,5
963,3
964,9
964,15
964,52
965,2
965,4
965,3
966,65
966,19
966,96
967,52
967,30
968,12
968,68
969,8
969,9
969,59
970,64
970,65
970,19
971,65
971,19
971,108
972,2
972,4
972,3
973,6
973,66
974,22
974,6
974,23
975,14
975,9
976,12
976,68
977,1
977,2
977,3
978,64
978,65
978,19
979,14
979,45
980,52
980,30
981,22
981,6
981,23
982,39
982,40
982,69
983,67
984,60
984,9
984,15
985,43
985,60
985,54
985,3
986,65
986,82
986,19
986,83
987,65
987,19
987,16
988,71
988,39
988,16
988,69
989,14
989,3
990,1
990,5
990,3
991,6
991,66
992,52
992,30
993,65
993,19
993,108
994,1
994,2
994,3
995,2
995,4
995,3
996,64
996,65
996,19
997,43
997,54
997,3
997,59
998,43
998,3
998,57
999,14
999,3
1000,64
1000,65
1000,19
1001,65
1001,19
1001,96
1002,14
1002,28
1003,1
1003,2
1003,3
1004,11
1004,4
1004,3
1005,35
1005,87
1005,28
1005,117
1006,14
1006,3
1007,24
1007,6
1007,66
1008,14
1008,6
1009,22
1009,6
1009,53
1010,8
1010,14
1010,9
1010,10
1010,12
1010,52
1011,14
1011,31
1011,6
1012,33
1012,6
1013,17
1013,18
1013,6
1013,3
1014,33
1014,6
1015,5
1015,3
1015,36
1015,28
1015,1
1015,35
1016,63
1016,30
1016,62
1017,14
1017,39
1018,14
1018,9
1018,15
1019,19
1019,16
1019,108
1020,30
1020,62
1021,43
1021,54
1021,3
1021,16
1022,30
1022,46
1023,30
1023,34
1024,12
1024,13
1025,31
1025,12
1025,6
1025,13
1026,43
1026,3
1026,57
