game_id,date
712,"Nov 19, 2007        "
713,"Nov 19, 2007        "
714,"Nov 19, 2007        "
715,"Nov 12, 2007        "
716,"Nov 12, 2007        "
717,"Nov 6, 2007         "
718,"Nov 5, 2007         "
719,"Nov 5, 2007         "
720,"Oct 29, 2007        "
721,"Oct 15, 2007        "
722,"Oct 8, 2007         "
723,"Oct 1, 2007         "
724,"Oct 1, 2007         "
725,"Oct 1, 2007         "
726,"Sep 24, 2007        "
727,"Sep 24, 2007        "
728,"Sep 17, 2007        "
729,"Sep 10, 2007        "
730,"Sep 10, 2007        "
731,"Sep 3, 2007         "
732,"Aug 27, 2007        "
733,"Aug 20, 2007        "
734,"Aug 20, 2007        "
735,"Aug 13, 2007        "
736,"Aug 13, 2007        "
737,"Aug 6, 2007         "
738,"Jul 30, 2007        "
739,"Jul 30, 2007        "
740,"Jul 23, 2007        "
741,"Jul 16, 2007        "
742,"Jul 16, 2007        "
743,"Jul 9, 2007         "
744,"Jul 9, 2007         "
745,"Jul 2, 2007         "
746,"Jun 25, 2007        "
747,"Jun 25, 2007        "
748,"Jun 18, 2007        "
749,"Jun 18, 2007        "
750,"Jun 11, 2007        "
751,"Jun 4, 2007         "
752,"Jun 4, 2007         "
753,"Jun 4, 2007         "
754,"Jun 4, 2007         "
755,"May 29, 2007        "
756,"May 28, 2007        "
757,"May 21, 2007        "
758,"May 21, 2007        "
759,"May 21, 2007        "
760,"May 14, 2007        "
761,"May 7, 2007         "
762,"May 7, 2007         "
763,"May 7, 2007         "
764,"Apr 30, 2007        "
765,"Apr 22, 2007        "
766,"Apr 22, 2007        "
767,"Apr 16, 2007        "
768,"Apr 11, 2007        "
769,"Apr 9, 2007         "
770,"Apr 2, 2007         "
771,"Apr 2, 2007         "
772,"Mar 26, 2007        "
773,"Mar 19, 2007        "
774,"Mar 19, 2007        "
775,"Mar 5, 2007         "
776,"Mar 5, 2007         "
777,"Feb 26, 2007        "
778,"Feb 26, 2007        "
779,"Feb 19, 2007        "
780,"Feb 14, 2007        "
781,"Feb 12, 2007        "
782,"Feb 12, 2007        "
783,"Feb 12, 2007        "
784,"Feb 12, 2007        "
785,"Feb 5, 2007         "
786,"Feb 5, 2007         "
787,"Feb 5, 2007         "
788,"Jan 29, 2007        "
789,"Jan 22, 2007        "
790,"Jan 22, 2007        "
791,"Jan 15, 2007        "
792,"Jan 1, 2007         "
793,"Jan 1, 2007         "
794,"Dec 25, 2006        "
795,"Dec 18, 2006        "
796,"Dec 11, 2006        "
797,"Dec 11, 2006        "
798,"Dec 11, 2006        "
799,"Dec 8, 2006         "
800,"Dec 4, 2006         "
801,"Dec 4, 2006         "
802,"Nov 19, 2006        "
803,"Nov 19, 2006        "
804,"Nov 19, 2006        "
805,"Nov 19, 2006        "
806,"Nov 19, 2006        "
807,"Nov 19, 2006        "
808,"Nov 19, 2006        "
809,"Nov 19, 2006        "
810,"Nov 19, 2006        "
811,"Nov 19, 2006        "
812,"Nov 19, 2006        "
813,"Nov 19, 2006        "
814,"Nov 19, 2006        "
815,"Nov 19, 2006        "
816,"Nov 13, 2006        "
817,"Nov 6, 2006         "
818,"Nov 6, 2006         "
819,"Nov 1, 2006         "
820,"Oct 30, 2006        "
821,"Oct 23, 2006        "
822,"Oct 16, 2006        "
823,"Oct 9, 2006         "
824,"Sep 25, 2006        "
825,"Sep 25, 2006        "
826,"Sep 18, 2006        "
827,"Sep 18, 2006        "
828,"Sep 11, 2006        "
829,"Aug 28, 2006        "
830,"Aug 21, 2006        "
831,"Jun 26, 2006        "
832,"Jun 5, 2006         "
833,"Jun 5, 2006         "
834,"May 15, 2006        "
835,"Apr 17, 2006        "
836,"Apr 10, 2006        "
837,"Mar 20, 2006        "
838,"Mar 20, 2006        "
839,"Mar 6, 2006         "
840,"Mar 6, 2006         "
841,"Feb 27, 2006        "
842,"Feb 6, 2006         "
843,"Feb 6, 2006         "
844,"Jan 23, 2006        "
845,"Jan 9, 2006         "
846,"Dec 12, 2005        "
